id,prompt,answer,category,subcategory,source,is_augmented,parse_status,target_text,num_examples,examples_json,rule_type,confidence_hint
014c4f83,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
21.42 m becomes 31.77
16.9 m becomes 25.07
49.17 m becomes 72.93
Now, convert the following measurement: 36.6 m",54.28,unit,length_unit,original,False,ok,36.6 m,3,"[[""21.42 m"", ""31.77""], [""16.9 m"", ""25.07""], [""49.17 m"", ""72.93""]]",length_unit,original_classified
014c7478,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
37.09 m becomes 65.36
42.77 m becomes 75.36
6.69 m becomes 11.79
Now, convert the following measurement: 37.79 m",66.59,unit,length_unit,original,False,ok,37.79 m,3,"[[""37.09 m"", ""65.36""], [""42.77 m"", ""75.36""], [""6.69 m"", ""11.79""]]",length_unit,original_classified
016482c8,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
48.1 m becomes 62.12
25.84 m becomes 33.37
24.4 m becomes 31.51
9.65 m becomes 12.46
Now, convert the following measurement: 48.26 m",62.33,unit,length_unit,original,False,ok,48.26 m,4,"[[""48.1 m"", ""62.12""], [""25.84 m"", ""33.37""], [""24.4 m"", ""31.51""], [""9.65 m"", ""12.46""]]",length_unit,original_classified
01a44deb,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
34.56 m becomes 59.73
8.39 m becomes 14.50
49.63 m becomes 85.77
Now, convert the following measurement: 13.46 m",23.26,unit,length_unit,original,False,ok,13.46 m,3,"[[""34.56 m"", ""59.73""], [""8.39 m"", ""14.50""], [""49.63 m"", ""85.77""]]",length_unit,original_classified
01d96398,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
18.41 m becomes 14.71
35.47 m becomes 28.35
40.62 m becomes 32.46
47.34 m becomes 37.83
45.18 m becomes 36.11
Now, convert the following measurement: 17.16 m",13.71,unit,length_unit,original,False,ok,17.16 m,5,"[[""18.41 m"", ""14.71""], [""35.47 m"", ""28.35""], [""40.62 m"", ""32.46""], [""47.34 m"", ""37.83""], [""45.18 m"", ""36.11""]]",length_unit,original_classified
01f8c0c5,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
10.89 m becomes 6.13
32.14 m becomes 18.09
17.41 m becomes 9.80
14.2 m becomes 7.99
Now, convert the following measurement: 16.52 m",9.30,unit,length_unit,original,False,ok,16.52 m,4,"[[""10.89 m"", ""6.13""], [""32.14 m"", ""18.09""], [""17.41 m"", ""9.80""], [""14.2 m"", ""7.99""]]",length_unit,original_classified
0220c8b2,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
34.58 m becomes 68.32
43.89 m becomes 86.72
42.25 m becomes 83.48
7.81 m becomes 15.43
29.27 m becomes 57.83
Now, convert the following measurement: 49.47 m",97.74,unit,length_unit,original,False,ok,49.47 m,5,"[[""34.58 m"", ""68.32""], [""43.89 m"", ""86.72""], [""42.25 m"", ""83.48""], [""7.81 m"", ""15.43""], [""29.27 m"", ""57.83""]]",length_unit,original_classified
02356cb8,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
14.95 m becomes 17.94
15.99 m becomes 19.19
24.97 m becomes 29.97
15.3 m becomes 18.36
Now, convert the following measurement: 23.52 m",28.23,unit,length_unit,original,False,ok,23.52 m,4,"[[""14.95 m"", ""17.94""], [""15.99 m"", ""19.19""], [""24.97 m"", ""29.97""], [""15.3 m"", ""18.36""]]",length_unit,original_classified
023739fe,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
31.12 m becomes 46.71
37.24 m becomes 55.89
27.81 m becomes 41.74
34.79 m becomes 52.21
Now, convert the following measurement: 14.05 m",21.09,unit,length_unit,original,False,ok,14.05 m,4,"[[""31.12 m"", ""46.71""], [""37.24 m"", ""55.89""], [""27.81 m"", ""41.74""], [""34.79 m"", ""52.21""]]",length_unit,original_classified
02422609,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
30.32 m becomes 53.56
36.68 m becomes 64.79
42.84 m becomes 75.67
13.87 m becomes 24.50
Now, convert the following measurement: 23.29 m",41.14,unit,length_unit,original,False,ok,23.29 m,4,"[[""30.32 m"", ""53.56""], [""36.68 m"", ""64.79""], [""42.84 m"", ""75.67""], [""13.87 m"", ""24.50""]]",length_unit,original_classified
02a57a2f,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
20.98 m becomes 25.00
17.8 m becomes 21.21
16.48 m becomes 19.64
Now, convert the following measurement: 47.54 m",56.65,unit,length_unit,original,False,ok,47.54 m,3,"[[""20.98 m"", ""25.00""], [""17.8 m"", ""21.21""], [""16.48 m"", ""19.64""]]",length_unit,original_classified
031a5f02,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
19.19 m becomes 27.79
19.82 m becomes 28.70
7.8 m becomes 11.29
Now, convert the following measurement: 26.17 m",37.89,unit,length_unit,original,False,ok,26.17 m,3,"[[""19.19 m"", ""27.79""], [""19.82 m"", ""28.70""], [""7.8 m"", ""11.29""]]",length_unit,original_classified
033826f6,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
40.23 m becomes 73.10
45.07 m becomes 81.90
42.21 m becomes 76.70
30.14 m becomes 54.77
30.47 m becomes 55.37
Now, convert the following measurement: 16.04 m",29.15,unit,length_unit,original,False,ok,16.04 m,5,"[[""40.23 m"", ""73.10""], [""45.07 m"", ""81.90""], [""42.21 m"", ""76.70""], [""30.14 m"", ""54.77""], [""30.47 m"", ""55.37""]]",length_unit,original_classified
03a04492,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
47.97 m becomes 29.85
9.11 m becomes 5.67
11.29 m becomes 7.02
Now, convert the following measurement: 16.27 m",10.12,unit,length_unit,original,False,ok,16.27 m,3,"[[""47.97 m"", ""29.85""], [""9.11 m"", ""5.67""], [""11.29 m"", ""7.02""]]",length_unit,original_classified
03c5783b,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
49.37 m becomes 97.47
8.92 m becomes 17.61
10.76 m becomes 21.24
13.04 m becomes 25.74
Now, convert the following measurement: 29.89 m",59.01,unit,length_unit,original,False,ok,29.89 m,4,"[[""49.37 m"", ""97.47""], [""8.92 m"", ""17.61""], [""10.76 m"", ""21.24""], [""13.04 m"", ""25.74""]]",length_unit,original_classified
03e3c7b6,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
37.35 m becomes 55.43
9.11 m becomes 13.52
8.17 m becomes 12.12
Now, convert the following measurement: 27.17 m",40.32,unit,length_unit,original,False,ok,27.17 m,3,"[[""37.35 m"", ""55.43""], [""9.11 m"", ""13.52""], [""8.17 m"", ""12.12""]]",length_unit,original_classified
03f9e9d2,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
35.62 m becomes 22.05
45.89 m becomes 28.40
22.83 m becomes 14.13
32.41 m becomes 20.06
40.42 m becomes 25.02
Now, convert the following measurement: 34.53 m",21.37,unit,length_unit,original,False,ok,34.53 m,5,"[[""35.62 m"", ""22.05""], [""45.89 m"", ""28.40""], [""22.83 m"", ""14.13""], [""32.41 m"", ""20.06""], [""40.42 m"", ""25.02""]]",length_unit,original_classified
0429104b,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
27.87 m becomes 35.12
29.32 m becomes 36.95
38.37 m becomes 48.35
12.75 m becomes 16.07
46.62 m becomes 58.75
Now, convert the following measurement: 23.5 m",29.61,unit,length_unit,original,False,ok,23.5 m,5,"[[""27.87 m"", ""35.12""], [""29.32 m"", ""36.95""], [""38.37 m"", ""48.35""], [""12.75 m"", ""16.07""], [""46.62 m"", ""58.75""]]",length_unit,original_classified
04415462,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
7.46 m becomes 6.51
44.97 m becomes 39.21
48.14 m becomes 41.98
31.1 m becomes 27.12
Now, convert the following measurement: 34.91 m",30.44,unit,length_unit,original,False,ok,34.91 m,4,"[[""7.46 m"", ""6.51""], [""44.97 m"", ""39.21""], [""48.14 m"", ""41.98""], [""31.1 m"", ""27.12""]]",length_unit,original_classified
0446e032,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
39.2 m becomes 25.74
25.61 m becomes 16.82
27.37 m becomes 17.97
30.08 m becomes 19.75
46.14 m becomes 30.30
Now, convert the following measurement: 42.49 m",27.90,unit,length_unit,original,False,ok,42.49 m,5,"[[""39.2 m"", ""25.74""], [""25.61 m"", ""16.82""], [""27.37 m"", ""17.97""], [""30.08 m"", ""19.75""], [""46.14 m"", ""30.30""]]",length_unit,original_classified
04732729,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
37.63 m becomes 39.64
13.77 m becomes 14.51
6.1 m becomes 6.43
27.56 m becomes 29.03
Now, convert the following measurement: 21.31 m",22.45,unit,length_unit,original,False,ok,21.31 m,4,"[[""37.63 m"", ""39.64""], [""13.77 m"", ""14.51""], [""6.1 m"", ""6.43""], [""27.56 m"", ""29.03""]]",length_unit,original_classified
04b818d2,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
6.15 m becomes 7.01
14.5 m becomes 16.52
45.41 m becomes 51.75
Now, convert the following measurement: 36.59 m",41.70,unit,length_unit,original,False,ok,36.59 m,3,"[[""6.15 m"", ""7.01""], [""14.5 m"", ""16.52""], [""45.41 m"", ""51.75""]]",length_unit,original_classified
050492a9,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
8.79 m becomes 16.10
29.18 m becomes 53.44
22.55 m becomes 41.30
37.35 m becomes 68.41
Now, convert the following measurement: 39.89 m",73.06,unit,length_unit,original,False,ok,39.89 m,4,"[[""8.79 m"", ""16.10""], [""29.18 m"", ""53.44""], [""22.55 m"", ""41.30""], [""37.35 m"", ""68.41""]]",length_unit,original_classified
056993ca,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
38.87 m becomes 50.77
31.26 m becomes 40.83
11.8 m becomes 15.41
30.88 m becomes 40.33
Now, convert the following measurement: 33.81 m",44.16,unit,length_unit,original,False,ok,33.81 m,4,"[[""38.87 m"", ""50.77""], [""31.26 m"", ""40.83""], [""11.8 m"", ""15.41""], [""30.88 m"", ""40.33""]]",length_unit,original_classified
05c38073,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
48.69 m becomes 32.87
45.5 m becomes 30.72
24.61 m becomes 16.62
32.14 m becomes 21.70
35.24 m becomes 23.79
Now, convert the following measurement: 23.14 m",15.62,unit,length_unit,original,False,ok,23.14 m,5,"[[""48.69 m"", ""32.87""], [""45.5 m"", ""30.72""], [""24.61 m"", ""16.62""], [""32.14 m"", ""21.70""], [""35.24 m"", ""23.79""]]",length_unit,original_classified
05d88aa8,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
13.34 m becomes 16.24
23.29 m becomes 28.35
7.03 m becomes 8.56
Now, convert the following measurement: 34.62 m",42.15,unit,length_unit,original,False,ok,34.62 m,3,"[[""13.34 m"", ""16.24""], [""23.29 m"", ""28.35""], [""7.03 m"", ""8.56""]]",length_unit,original_classified
05edae97,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
9.41 m becomes 10.23
24.96 m becomes 27.14
23.56 m becomes 25.62
17.96 m becomes 19.53
Now, convert the following measurement: 12.14 m",13.20,unit,length_unit,original,False,ok,12.14 m,4,"[[""9.41 m"", ""10.23""], [""24.96 m"", ""27.14""], [""23.56 m"", ""25.62""], [""17.96 m"", ""19.53""]]",length_unit,original_classified
05fcec41,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
43.83 m becomes 71.01
32.34 m becomes 52.40
36.87 m becomes 59.74
49.04 m becomes 79.45
38.45 m becomes 62.30
Now, convert the following measurement: 10.0 m",16.20,unit,length_unit,original,False,ok,10.0 m,5,"[[""43.83 m"", ""71.01""], [""32.34 m"", ""52.40""], [""36.87 m"", ""59.74""], [""49.04 m"", ""79.45""], [""38.45 m"", ""62.30""]]",length_unit,original_classified
062255e8,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
6.46 m becomes 9.92
35.07 m becomes 53.87
24.11 m becomes 37.04
Now, convert the following measurement: 18.64 m",28.63,unit,length_unit,original,False,ok,18.64 m,3,"[[""6.46 m"", ""9.92""], [""35.07 m"", ""53.87""], [""24.11 m"", ""37.04""]]",length_unit,original_classified
063564fa,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
36.89 m becomes 18.99
25.28 m becomes 13.02
6.56 m becomes 3.38
Now, convert the following measurement: 42.63 m",21.95,unit,length_unit,original,False,ok,42.63 m,3,"[[""36.89 m"", ""18.99""], [""25.28 m"", ""13.02""], [""6.56 m"", ""3.38""]]",length_unit,original_classified
06907f76,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
38.19 m becomes 53.02
45.12 m becomes 62.64
31.93 m becomes 44.33
Now, convert the following measurement: 20.11 m",27.92,unit,length_unit,original,False,ok,20.11 m,3,"[[""38.19 m"", ""53.02""], [""45.12 m"", ""62.64""], [""31.93 m"", ""44.33""]]",length_unit,original_classified
06940ba0,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
17.94 m becomes 26.27
21.08 m becomes 30.87
22.71 m becomes 33.26
44.19 m becomes 64.71
Now, convert the following measurement: 22.28 m",32.63,unit,length_unit,original,False,ok,22.28 m,4,"[[""17.94 m"", ""26.27""], [""21.08 m"", ""30.87""], [""22.71 m"", ""33.26""], [""44.19 m"", ""64.71""]]",length_unit,original_classified
06a9fd5b,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
6.63 m becomes 8.75
7.42 m becomes 9.79
21.82 m becomes 28.79
15.54 m becomes 20.51
Now, convert the following measurement: 28.0 m",36.95,unit,length_unit,original,False,ok,28.0 m,4,"[[""6.63 m"", ""8.75""], [""7.42 m"", ""9.79""], [""21.82 m"", ""28.79""], [""15.54 m"", ""20.51""]]",length_unit,original_classified
06b23a36,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
32.66 m becomes 50.20
9.32 m becomes 14.33
18.04 m becomes 27.73
Now, convert the following measurement: 21.21 m",32.60,unit,length_unit,original,False,ok,21.21 m,3,"[[""32.66 m"", ""50.20""], [""9.32 m"", ""14.33""], [""18.04 m"", ""27.73""]]",length_unit,original_classified
06ef5c5c,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
37.92 m becomes 61.26
11.43 m becomes 18.47
24.4 m becomes 39.42
40.76 m becomes 65.85
26.5 m becomes 42.81
Now, convert the following measurement: 49.17 m",79.44,unit,length_unit,original,False,ok,49.17 m,5,"[[""37.92 m"", ""61.26""], [""11.43 m"", ""18.47""], [""24.4 m"", ""39.42""], [""40.76 m"", ""65.85""], [""26.5 m"", ""42.81""]]",length_unit,original_classified
07097221,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
9.91 m becomes 10.02
22.91 m becomes 23.16
15.25 m becomes 15.42
10.69 m becomes 10.81
Now, convert the following measurement: 19.17 m",19.38,unit,length_unit,original,False,ok,19.17 m,4,"[[""9.91 m"", ""10.02""], [""22.91 m"", ""23.16""], [""15.25 m"", ""15.42""], [""10.69 m"", ""10.81""]]",length_unit,original_classified
070991c8,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
6.07 m becomes 3.80
16.16 m becomes 10.13
33.45 m becomes 20.97
Now, convert the following measurement: 26.42 m",16.56,unit,length_unit,original,False,ok,26.42 m,3,"[[""6.07 m"", ""3.80""], [""16.16 m"", ""10.13""], [""33.45 m"", ""20.97""]]",length_unit,original_classified
070e986f,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
6.25 m becomes 8.19
20.83 m becomes 27.28
26.55 m becomes 34.78
Now, convert the following measurement: 37.52 m",49.15,unit,length_unit,original,False,ok,37.52 m,3,"[[""6.25 m"", ""8.19""], [""20.83 m"", ""27.28""], [""26.55 m"", ""34.78""]]",length_unit,original_classified
0712d262,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
47.16 m becomes 34.38
35.25 m becomes 25.70
33.74 m becomes 24.60
Now, convert the following measurement: 29.32 m",21.38,unit,length_unit,original,False,ok,29.32 m,3,"[[""47.16 m"", ""34.38""], [""35.25 m"", ""25.70""], [""33.74 m"", ""24.60""]]",length_unit,original_classified
0718c7c7,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
35.67 m becomes 47.58
36.05 m becomes 48.09
38.69 m becomes 51.61
Now, convert the following measurement: 19.54 m",26.07,unit,length_unit,original,False,ok,19.54 m,3,"[[""35.67 m"", ""47.58""], [""36.05 m"", ""48.09""], [""38.69 m"", ""51.61""]]",length_unit,original_classified
07417dd5,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
43.21 m becomes 57.94
21.54 m becomes 28.88
16.81 m becomes 22.54
27.23 m becomes 36.51
Now, convert the following measurement: 16.61 m",22.27,unit,length_unit,original,False,ok,16.61 m,4,"[[""43.21 m"", ""57.94""], [""21.54 m"", ""28.88""], [""16.81 m"", ""22.54""], [""27.23 m"", ""36.51""]]",length_unit,original_classified
075b9aec,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
18.75 m becomes 19.91
46.61 m becomes 49.48
29.36 m becomes 31.17
19.62 m becomes 20.83
Now, convert the following measurement: 15.19 m",16.13,unit,length_unit,original,False,ok,15.19 m,4,"[[""18.75 m"", ""19.91""], [""46.61 m"", ""49.48""], [""29.36 m"", ""31.17""], [""19.62 m"", ""20.83""]]",length_unit,original_classified
07735828,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
6.24 m becomes 3.77
18.52 m becomes 11.19
26.37 m becomes 15.93
10.4 m becomes 6.28
Now, convert the following measurement: 7.7 m",4.65,unit,length_unit,original,False,ok,7.7 m,4,"[[""6.24 m"", ""3.77""], [""18.52 m"", ""11.19""], [""26.37 m"", ""15.93""], [""10.4 m"", ""6.28""]]",length_unit,original_classified
077cfc0b,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
30.02 m becomes 33.90
20.45 m becomes 23.10
42.35 m becomes 47.83
7.2 m becomes 8.13
30.77 m becomes 34.75
Now, convert the following measurement: 35.45 m",40.04,unit,length_unit,original,False,ok,35.45 m,5,"[[""30.02 m"", ""33.90""], [""20.45 m"", ""23.10""], [""42.35 m"", ""47.83""], [""7.2 m"", ""8.13""], [""30.77 m"", ""34.75""]]",length_unit,original_classified
078cfc7b,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
29.33 m becomes 45.45
18.68 m becomes 28.95
10.36 m becomes 16.05
31.35 m becomes 48.58
Now, convert the following measurement: 34.5 m",53.46,unit,length_unit,original,False,ok,34.5 m,4,"[[""29.33 m"", ""45.45""], [""18.68 m"", ""28.95""], [""10.36 m"", ""16.05""], [""31.35 m"", ""48.58""]]",length_unit,original_classified
07d4f5a6,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
21.71 m becomes 24.09
21.08 m becomes 23.39
17.87 m becomes 19.83
Now, convert the following measurement: 41.6 m",46.16,unit,length_unit,original,False,ok,41.6 m,3,"[[""21.71 m"", ""24.09""], [""21.08 m"", ""23.39""], [""17.87 m"", ""19.83""]]",length_unit,original_classified
07f8b9ab,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
34.43 m becomes 22.31
40.84 m becomes 26.47
26.18 m becomes 16.97
Now, convert the following measurement: 14.06 m",9.11,unit,length_unit,original,False,ok,14.06 m,3,"[[""34.43 m"", ""22.31""], [""40.84 m"", ""26.47""], [""26.18 m"", ""16.97""]]",length_unit,original_classified
081736c8,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
25.63 m becomes 50.45
38.53 m becomes 75.84
42.88 m becomes 84.40
46.03 m becomes 90.60
48.38 m becomes 95.22
Now, convert the following measurement: 13.33 m",26.24,unit,length_unit,original,False,ok,13.33 m,5,"[[""25.63 m"", ""50.45""], [""38.53 m"", ""75.84""], [""42.88 m"", ""84.40""], [""46.03 m"", ""90.60""], [""48.38 m"", ""95.22""]]",length_unit,original_classified
082c1a06,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
46.0 m becomes 31.59
30.92 m becomes 21.24
44.84 m becomes 30.80
44.89 m becomes 30.83
49.71 m becomes 34.14
Now, convert the following measurement: 16.13 m",11.08,unit,length_unit,original,False,ok,16.13 m,5,"[[""46.0 m"", ""31.59""], [""30.92 m"", ""21.24""], [""44.84 m"", ""30.80""], [""44.89 m"", ""30.83""], [""49.71 m"", ""34.14""]]",length_unit,original_classified
083882c7,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
8.24 m becomes 14.00
20.98 m becomes 35.64
40.55 m becomes 68.89
12.94 m becomes 21.98
22.68 m becomes 38.53
Now, convert the following measurement: 23.01 m",39.09,unit,length_unit,original,False,ok,23.01 m,5,"[[""8.24 m"", ""14.00""], [""20.98 m"", ""35.64""], [""40.55 m"", ""68.89""], [""12.94 m"", ""21.98""], [""22.68 m"", ""38.53""]]",length_unit,original_classified
0839e9e0,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
31.64 m becomes 56.67
22.7 m becomes 40.66
44.84 m becomes 80.31
Now, convert the following measurement: 23.94 m",42.88,unit,length_unit,original,False,ok,23.94 m,3,"[[""31.64 m"", ""56.67""], [""22.7 m"", ""40.66""], [""44.84 m"", ""80.31""]]",length_unit,original_classified
084f0513,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
12.0 m becomes 22.63
23.48 m becomes 44.28
5.07 m becomes 9.56
27.99 m becomes 52.79
Now, convert the following measurement: 15.83 m",29.86,unit,length_unit,original,False,ok,15.83 m,4,"[[""12.0 m"", ""22.63""], [""23.48 m"", ""44.28""], [""5.07 m"", ""9.56""], [""27.99 m"", ""52.79""]]",length_unit,original_classified
087cc5ba,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
23.55 m becomes 30.77
35.69 m becomes 46.64
47.79 m becomes 62.45
Now, convert the following measurement: 42.65 m",55.73,unit,length_unit,original,False,ok,42.65 m,3,"[[""23.55 m"", ""30.77""], [""35.69 m"", ""46.64""], [""47.79 m"", ""62.45""]]",length_unit,original_classified
08aa9210,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
46.83 m becomes 67.14
17.26 m becomes 24.75
29.46 m becomes 42.24
34.65 m becomes 49.68
Now, convert the following measurement: 42.26 m",60.59,unit,length_unit,original,False,ok,42.26 m,4,"[[""46.83 m"", ""67.14""], [""17.26 m"", ""24.75""], [""29.46 m"", ""42.24""], [""34.65 m"", ""49.68""]]",length_unit,original_classified
092ce1c8,"In Alice's Wonderland, a secret unit conversion is applied to measurements. For example:
28.05 m becomes 37.51
41.24 m becomes 55.15
18.44 m becomes 24.66
26.74 m becomes 35.76
Now, convert the following measurement: 27.82 m",37.20,unit,length_unit,original,False,ok,27.82 m,4,"[[""28.05 m"", ""37.51""], [""41.24 m"", ""55.15""], [""18.44 m"", ""24.66""], [""26.74 m"", ""35.76""]]",length_unit,original_classified
