id,prompt,answer,category,subcategory,source,is_augmented,parse_status,target_text,num_examples,examples_json,rule_type,confidence_hint
02102281,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
oujjqk pklaqwp kowuplow -> rabbit studies treasure
glwwf owuap kcw mqpw hodpkuz -> queen reads the wise crystal
voqfhwpp aowuxp kcw mqpw pwhowk -> princess dreams the wise secret
aouief moqkwp kcw hloqelp hodpkuz -> dragon writes the curious crystal
xelpw qxuiqfwp kcw mqpw vlttzw -> mouse imagines the wise puzzle
Now, decrypt the following text: oujjqk wnvzeowp ujebw qpzufa",rabbit explores above island,cipher,substitution_or_word_cipher,original,False,ok,oujjqk wnvzeowp ujebw qpzufa,5,"[[""oujjqk pklaqwp kowuplow"", ""rabbit studies treasure""], [""glwwf owuap kcw mqpw hodpkuz"", ""queen reads the wise crystal""], [""voqfhwpp aowuxp kcw mqpw pwhowk"", ""princess dreams the wise secret""], [""aouief moqkwp kcw hloqelp hodpkuz"", ""dragon writes the curious crystal""], [""xelpw qxuiqfwp kcw mqpw vlttzw"", ""mouse imagines the wise puzzle""]]",substitution_or_word_cipher,original_classified
0224a397,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ban klrcnv svokab zlyvc -> the golden knight found
pynnv xamini glbolv -> queen chases potion
ban cmws gwovxnii cwnmfi -> the dark princess dreams
Now, decrypt the following text: pynnv inni ban aoccnv qlls",queen sees the hidden book,cipher,substitution_or_word_cipher,original,False,ok,pynnv inni ban aoccnv qlls,3,"[[""ban klrcnv svokab zlyvc"", ""the golden knight found""], [""pynnv xamini glbolv"", ""queen chases potion""], [""ban cmws gwovxnii cwnmfi"", ""the dark princess dreams""]]",substitution_or_word_cipher,original_classified
022b5f8b,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
wks rwtzads lvad jifao -> the strange king found
wks ezdvpzy nfssa shuyitsr -> the magical queen explores
wszpkst ptszwsr ufggys -> teacher creates puzzle
lavdkw otzxr wks mtvdkw rwitb -> knight draws the bright story
Now, decrypt the following text: wks rsptsw pzw rssr",the secret cat sees,cipher,substitution_or_word_cipher,original,False,ok,wks rsptsw pzw rssr,4,"[[""wks rwtzads lvad jifao"", ""the strange king found""], [""wks ezdvpzy nfssa shuyitsr"", ""the magical queen explores""], [""wszpkst ptszwsr ufggys"", ""teacher creates puzzle""], [""lavdkw otzxr wks mtvdkw rwitb"", ""knight draws the bright story""]]",substitution_or_word_cipher,original_classified
024678e0,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
fxs wvvw sqv wscxkov ihttjv -> cat sees the strange puzzle
sqv fmjmcghj nutxcd fcvxsvw -> the colorful wizard creates
svxfqvc wvvw xembv gmcvws -> teacher sees above forest
sqv ecuoqs dcxomk dcxnw -> the bright dragon draws
Now, decrypt the following text: eucd wvvw uk nmkdvcjxkd",bird sees in wonderland,cipher,substitution_or_word_cipher,original,False,ok,eucd wvvw uk nmkdvcjxkd,4,"[[""fxs wvvw sqv wscxkov ihttjv"", ""cat sees the strange puzzle""], [""sqv fmjmcghj nutxcd fcvxsvw"", ""the colorful wizard creates""], [""svxfqvc wvvw xembv gmcvws"", ""teacher sees above forest""], [""sqv ecuoqs dcxomk dcxnw"", ""the bright dragon draws""]]",substitution_or_word_cipher,original_classified
028fed0d,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
zvxfbp wcfyly dcl ejuplm wbkydfu -> wizard chases the golden crystal
dcl ejuplm zvxfbp ylly -> the golden wizard sees
dcl wulnlb tmvecd vrfevmly -> the clever knight imagines
Now, decrypt the following text: wfd pbfzy vmyvpl wfydul",cat draws inside castle,cipher,substitution_or_word_cipher,original,False,ok,wfd pbfzy vmyvpl wfydul,3,"[[""zvxfbp wcfyly dcl ejuplm wbkydfu"", ""wizard chases the golden crystal""], [""dcl ejuplm zvxfbp ylly"", ""the golden wizard sees""], [""dcl wulnlb tmvecd vrfevmly"", ""the clever knight imagines""]]",substitution_or_word_cipher,original_classified
02e2589e,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
yslqxsz rhcqioszc etrsz qlcyas -> teacher discovers under castle
yxs cyzltws rzlwit mietr -> the strange dragon found
zlffhy plyqxsc tslz nlalqs -> rabbit watches near palace
qly qzslysc qzbcyla -> cat creates crystal
Now, decrypt the following text: phjlzr miaaipc uhzziz",wizard follows mirror,cipher,substitution_or_word_cipher,original,False,ok,phjlzr miaaipc uhzziz,4,"[[""yslqxsz rhcqioszc etrsz qlcyas"", ""teacher discovers under castle""], [""yxs cyzltws rzlwit mietr"", ""the strange dragon found""], [""zlffhy plyqxsc tslz nlalqs"", ""rabbit watches near palace""], [""qly qzslysc qzbcyla"", ""cat creates crystal""]]",substitution_or_word_cipher,original_classified
02fb9923,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
yib mibylzd blz dnutzx vsbnsh -> cat watches the silver potion
iunyz wndystzxd icstz syzih -> alice discovers above ocean
mnkixw ylidzd rzddiez -> wizard chases message
blz rjdbzxnsfd cnxw xziwd -> the mysterious bird reads
Now, decrypt the following text: blz yfxnsfd rsfdz nrienhzd",the curious mouse imagines,cipher,substitution_or_word_cipher,original,False,ok,blz yfxnsfd rsfdz nrienhzd,4,"[[""yib mibylzd blz dnutzx vsbnsh"", ""cat watches the silver potion""], [""iunyz wndystzxd icstz syzih"", ""alice discovers above ocean""], [""mnkixw ylidzd rzddiez"", ""wizard chases message""], [""blz rjdbzxnsfd cnxw xziwd"", ""the mysterious bird reads""]]",substitution_or_word_cipher,original_classified
03135557,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
jlbc ogrbs uwagbs yniw -> king found beyond cave
xzw uvlczx xwnyzwv enxyzwm -> the bright teacher watches
jblczx enxyzwm xvwnmrvw -> knight watches treasure
xzw nbylwbx qgrmw yznmwm -> the ancient mouse chases
xrvxkw wpfkgvwm nugiw ynmxkw -> turtle explores above castle
Now, decrypt the following text: svncgb ogkkgem xzw ygkgvork uggj",dragon follows the colorful book,cipher,substitution_or_word_cipher,original,False,ok,svncgb ogkkgem xzw ygkgvork uggj,5,"[[""jlbc ogrbs uwagbs yniw"", ""king found beyond cave""], [""xzw uvlczx xwnyzwv enxyzwm"", ""the bright teacher watches""], [""jblczx enxyzwm xvwnmrvw"", ""knight watches treasure""], [""xzw nbylwbx qgrmw yznmwm"", ""the ancient mouse chases""], [""xrvxkw wpfkgvwm nugiw ynmxkw"", ""turtle explores above castle""]]",substitution_or_word_cipher,original_classified
03249403,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
qduusl rqkdlkt lmqzoim cdxdrk -> rabbit creates through palace
cqshrktt gzohb lmk msbbkh covvxk -> princess found the hidden puzzle
qduusl wqslkt lmk wstk uzzj -> rabbit writes the wise book
lmk nftlkqszot mdllkq sndishkt -> the mysterious hatter imagines
cqshrktt bqkdnt lmk bdqj nsqqzq -> princess dreams the dark mirror
Now, decrypt the following text: bqdizh sndishkt lmk bdqj lqkdtoqk",dragon imagines the dark treasure,cipher,substitution_or_word_cipher,original,False,ok,bqdizh sndishkt lmk bdqj lqkdtoqk,5,"[[""qduusl rqkdlkt lmqzoim cdxdrk"", ""rabbit creates through palace""], [""cqshrktt gzohb lmk msbbkh covvxk"", ""princess found the hidden puzzle""], [""qduusl wqslkt lmk wstk uzzj"", ""rabbit writes the wise book""], [""lmk nftlkqszot mdllkq sndishkt"", ""the mysterious hatter imagines""], [""cqshrktt bqkdnt lmk bdqj nsqqzq"", ""princess dreams the dark mirror""]]",substitution_or_word_cipher,original_classified
033d2b33,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
cnw dqiwey tnqgem -> cat writes garden
wue jnticnl unwweq gqndy -> the magical hatter draws
nlice ywxgiey bxzzle -> alice studies puzzle
wxqwle dnwcuey wue nmciemw wqenyxqe -> turtle watches the ancient treasure
wencueq qengy wue uiggem bxzzle -> teacher reads the hidden puzzle
Now, decrypt the following text: jkxye gqenjy menq cnhe",mouse dreams near cave,cipher,substitution_or_word_cipher,original,False,ok,jkxye gqenjy menq cnhe,5,"[[""cnw dqiwey tnqgem"", ""cat writes garden""], [""wue jnticnl unwweq gqndy"", ""the magical hatter draws""], [""nlice ywxgiey bxzzle"", ""alice studies puzzle""], [""wxqwle dnwcuey wue nmciemw wqenyxqe"", ""turtle watches the ancient treasure""], [""wencueq qengy wue uiggem bxzzle"", ""teacher reads the hidden puzzle""]]",substitution_or_word_cipher,original_classified
03deaa1c,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kpc dctrhmd emf -> cat studies key
cmpkbmq uqhcmd hz vjqmdc -> teacher writes in forest
bpccmq kbpdmd itaaom -> hatter chases puzzle
lhqr rqmpyd dmkqmc -> bird dreams secret
Now, decrypt the following text: cbm dhoxmq yjtdm hypwhzmd",the silver mouse imagines,cipher,substitution_or_word_cipher,original,False,ok,cbm dhoxmq yjtdm hypwhzmd,4,"[[""kpc dctrhmd emf"", ""cat studies key""], [""cmpkbmq uqhcmd hz vjqmdc"", ""teacher writes in forest""], [""bpccmq kbpdmd itaaom"", ""hatter chases puzzle""], [""lhqr rqmpyd dmkqmc"", ""bird dreams secret""]]",substitution_or_word_cipher,original_classified
03e2bedc,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
mjttld bdzxlab dka baqmad dmajbzma -> rabbit studies the secret treasure
gczba majxb dka gjwlqji qmrbdji -> mouse reads the magical crystal
jilqa baab jmczvx lbijvx -> alice sees around island
Now, decrypt the following text: mjttld xmajgb lv qjbdia",rabbit dreams in castle,cipher,substitution_or_word_cipher,original,False,ok,mjttld xmajgb lv qjbdia,3,"[[""mjttld bdzxlab dka baqmad dmajbzma"", ""rabbit studies the secret treasure""], [""gczba majxb dka gjwlqji qmrbdji"", ""mouse reads the magical crystal""], [""jilqa baab jmczvx lbijvx"", ""alice sees around island""]]",substitution_or_word_cipher,original_classified
03fba6b6,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
uissth pvvp hwuybkw ginixv -> rabbit sees through palace
hbuhnv vdgnyuvp phyur -> turtle explores story
jtoiuq qtpxyevup xiphnv -> wizard discovers castle
Now, decrypt the following text: intxv jihxwvp gyhtym",alice watches potion,cipher,substitution_or_word_cipher,original,False,ok,intxv jihxwvp gyhtym,3,"[[""uissth pvvp hwuybkw ginixv"", ""rabbit sees through palace""], [""hbuhnv vdgnyuvp phyur"", ""turtle explores story""], [""jtoiuq qtpxyevup xiphnv"", ""wizard discovers castle""]]",substitution_or_word_cipher,original_classified
0422aab3,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
ktcamhvv ucvmgrhtv whngau xdtuha -> princess discovers beyond garden
bhdmlht vbpuchv blh vcfrht xdtuha -> teacher studies the silver garden
tdwwcb etcbhv blh udts ihvvdxh -> rabbit writes the dark message
ldbbht mthdbhv whngau fcwtdtn -> hatter creates beyond library
Now, decrypt the following text: blh invbhtcgpv wctu vhhv",the mysterious bird sees,cipher,substitution_or_word_cipher,original,False,ok,blh invbhtcgpv wctu vhhv,4,"[[""ktcamhvv ucvmgrhtv whngau xdtuha"", ""princess discovers beyond garden""], [""bhdmlht vbpuchv blh vcfrht xdtuha"", ""teacher studies the silver garden""], [""tdwwcb etcbhv blh udts ihvvdxh"", ""rabbit writes the dark message""], [""ldbbht mthdbhv whngau fcwtdtn"", ""hatter creates beyond library""]]",substitution_or_word_cipher,original_classified
044cac3d,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
mpqezo ozwegy vzcyteu -> wizard dreams crystal
eupvw metviwy swc -> alice watches key
ytfowat mzptwy ywvzwt -> student writes secret
mpqezo vieywy tzweyfzw -> wizard chases treasure
vet mzptwy faowz upkzezc -> cat writes under library
Now, decrypt the following text: lfwwa ozwegy tiw vuwnwz hfqquw",queen dreams the clever puzzle,cipher,substitution_or_word_cipher,original,False,ok,lfwwa ozwegy tiw vuwnwz hfqquw,5,"[[""mpqezo ozwegy vzcyteu"", ""wizard dreams crystal""], [""eupvw metviwy swc"", ""alice watches key""], [""ytfowat mzptwy ywvzwt"", ""student writes secret""], [""mpqezo vieywy tzweyfzw"", ""wizard chases treasure""], [""vet mzptwy faowz upkzezc"", ""cat writes under library""]]",substitution_or_word_cipher,original_classified
044de524,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
nqi sxoqum qhydo kqeqno -> cat dreams above palace
kxgpnomm nwqmom qhydo nqdo -> princess chases above cave
jgpl sgmnydoxm gp ynoqp -> king discovers in ocean
miasopi ozkeyxom iwo mixqplo vyxomi -> student explores the strange forest
Now, decrypt the following text: iwo monxoi iaxieo sxoqum",the secret turtle dreams,cipher,substitution_or_word_cipher,original,False,ok,iwo monxoi iaxieo sxoqum,4,"[[""nqi sxoqum qhydo kqeqno"", ""cat dreams above palace""], [""kxgpnomm nwqmom qhydo nqdo"", ""princess chases above cave""], [""jgpl sgmnydoxm gp ynoqp"", ""king discovers in ocean""], [""miasopi ozkeyxom iwo mixqplo vyxomi"", ""student explores the strange forest""]]",substitution_or_word_cipher,original_classified
04768bb8,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
gswwj habbavx ouwdxsuw -> queen follows treasure
pucjqwxx vdoqywx oyw djqcwjo hauwxo -> princess watches the ancient forest
oyw iabtwj dbcqw tcxqazwux -> the golden alice discovers
owdqywu tudvx cj qdzw -> teacher draws in cave
pucjqwxx quwdowx cjxctw cxbdjt -> princess creates inside island
Now, decrypt the following text: rjciyo tuwdmx cj idutwj",knight dreams in garden,cipher,substitution_or_word_cipher,original,False,ok,rjciyo tuwdmx cj idutwj,5,"[[""gswwj habbavx ouwdxsuw"", ""queen follows treasure""], [""pucjqwxx vdoqywx oyw djqcwjo hauwxo"", ""princess watches the ancient forest""], [""oyw iabtwj dbcqw tcxqazwux"", ""the golden alice discovers""], [""owdqywu tudvx cj qdzw"", ""teacher draws in cave""], [""pucjqwxx quwdowx cjxctw cxbdjt"", ""princess creates inside island""]]",substitution_or_word_cipher,original_classified
049be61b,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
rsx fymjbyu rymrhx zmxoiu -> the curious turtle dreams
rsx qjux rxofsxm cbyvz -> the wise teacher found
moddjr zmoqu rsx fhxgxm zbbm -> rabbit draws the clever door
Now, decrypt the following text: rsx ipurxmjbyu uryzxvr jioljvxu",the mysterious student imagines,cipher,substitution_or_word_cipher,original,False,ok,rsx ipurxmjbyu uryzxvr jioljvxu,3,"[[""rsx fymjbyu rymrhx zmxoiu"", ""the curious turtle dreams""], [""rsx qjux rxofsxm cbyvz"", ""the wise teacher found""], [""moddjr zmoqu rsx fhxgxm zbbm"", ""rabbit draws the clever door""]]",substitution_or_word_cipher,original_classified
04c1e45b,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
lxmwo qxuuxaw lfnnxn -> mouse follows mirror
afvrnh hfwixzonw jenxmse ufgnrnt -> wizard discovers through library
afvrnh inorjow lfnnxn -> wizard creates mirror
Now, decrypt the following text: jorieon opcuxnow dorn irwjuo",teacher explores near castle,cipher,substitution_or_word_cipher,original,False,ok,jorieon opcuxnow dorn irwjuo,3,"[[""lxmwo qxuuxaw lfnnxn"", ""mouse follows mirror""], [""afvrnh hfwixzonw jenxmse ufgnrnt"", ""wizard discovers through library""], [""afvrnh inorjow lfnnxn"", ""wizard creates mirror""]]",substitution_or_word_cipher,original_classified
058b2d19,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
jbf vhakfhj cdwof abvofo -> the ancient mouse chases
jbf ivpx vrkaf apfvjfo -> the dark alice creates
cdwof offo jbpdwzb cdwhjvkh -> mouse sees through mountain
Now, decrypt the following text: xkhz qdrrdno jbpdwzb dafvh",king follows through ocean,cipher,substitution_or_word_cipher,original,False,ok,xkhz qdrrdno jbpdwzb dafvh,3,"[[""jbf vhakfhj cdwof abvofo"", ""the ancient mouse chases""], [""jbf ivpx vrkaf apfvjfo"", ""the dark alice creates""], [""cdwof offo jbpdwzb cdwhjvkh"", ""mouse sees through mountain""]]",substitution_or_word_cipher,original_classified
05aa40de,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
vuqxocu xdorfv aqiipo -> student dreams puzzle
uqdupo ydoruov rdtqcx tyorc -> turtle creates around ocean
mqooc ogaptdov ulo frksyrp yrvupo -> queen explores the magical castle
mqooc sfrkscov ulo vudrcko udorvqdo -> queen imagines the strange treasure
Now, decrypt the following text: mqooc xdrhv sc wrppoe",queen draws in valley,cipher,substitution_or_word_cipher,original,False,ok,mqooc xdrhv sc wrppoe,4,"[[""vuqxocu xdorfv aqiipo"", ""student dreams puzzle""], [""uqdupo ydoruov rdtqcx tyorc"", ""turtle creates around ocean""], [""mqooc ogaptdov ulo frksyrp yrvupo"", ""queen explores the magical castle""], [""mqooc sfrkscov ulo vudrcko udorvqdo"", ""queen imagines the strange treasure""]]",substitution_or_word_cipher,original_classified
05d90bdf,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
kxz yavgzw godyaw pkugczp -> the golden dragon studies
mcwy qdkhxzp kxz pzhozk szppdyz -> king watches the secret message
fuzzw hozdkzp hdpkvz -> queen creates castle
kxz yavgzw hdk gozdsp -> the golden cat dreams
Now, decrypt the following text: mcwy qockzp cwpcgz sauwkdcw",king writes inside mountain,cipher,substitution_or_word_cipher,original,False,ok,mcwy qockzp cwpcgz sauwkdcw,4,"[[""kxz yavgzw godyaw pkugczp"", ""the golden dragon studies""], [""mcwy qdkhxzp kxz pzhozk szppdyz"", ""king watches the secret message""], [""fuzzw hozdkzp hdpkvz"", ""queen creates castle""], [""kxz yavgzw hdk gozdsp"", ""the golden cat dreams""]]",substitution_or_word_cipher,original_classified
05d979c3,"In Alice's Wonderland, secret encryption rules are used on text. Here are some examples:
dhpklv slmkwmu slquwkf -> wizard creates crystal
oghrnw eaffadu klaxgv ealmuw -> knight follows around forest
yaxum eaxgv wnm dhum rklvmg -> mouse found the wise garden
vlkrag dlhwmu wnm sfmjml yhllal -> dragon writes the clever mirror
Now, decrypt the following text: bhlv eaffadu vaal",bird follows door,cipher,substitution_or_word_cipher,original,False,ok,bhlv eaffadu vaal,4,"[[""dhpklv slmkwmu slquwkf"", ""wizard creates crystal""], [""oghrnw eaffadu klaxgv ealmuw"", ""knight follows around forest""], [""yaxum eaxgv wnm dhum rklvmg"", ""mouse found the wise garden""], [""vlkrag dlhwmu wnm sfmjml yhllal"", ""dragon writes the clever mirror""]]",substitution_or_word_cipher,original_classified
